,TF,Target,Label
189,1072,1405,1
190,1072,9136,1
191,1072,9991,1
192,1072,6508,1
193,1072,9105,1
194,1072,17581,1
195,1072,8197,1
196,1072,6961,1
197,1072,7505,1
198,1072,9045,1
199,1072,7081,1
200,1072,15362,1
201,1072,12505,1
202,1072,16343,1
203,1072,1171,1
204,1072,13315,1
205,1072,11006,1
206,1072,10017,1
207,1072,4590,1
208,1072,17530,1
209,1072,12983,1
210,1072,11675,1
211,1072,17550,1
212,1072,17045,1
213,1072,8869,1
214,1072,2775,1
215,1072,11872,1
216,1072,9255,1
217,1072,15289,1
218,1072,2192,1
219,1072,873,1
220,1072,9718,1
221,1072,7014,1
222,1072,17571,1
223,1072,14791,1
224,1072,14031,1
225,1072,8074,1
226,1072,6976,1
227,1072,299,1
228,1072,2955,1
229,1072,9985,1
230,1072,5769,1
231,1072,3019,1
232,1072,3153,1
233,1072,12944,1
234,1072,2650,1
235,1072,10328,1
236,1072,13034,1
237,1072,9055,1
238,1072,12346,1
239,1072,9048,1
240,1072,1130,1
241,1072,1338,1
242,1072,1240,1
243,1072,10334,1
244,1072,6907,1
245,1072,11911,1
246,1072,14849,1
247,1072,2597,1
248,1072,8922,1
249,1072,350,1
250,1072,9109,1
251,1072,5543,1
252,1072,5225,1
253,1072,17499,1
254,1072,4653,1
255,1072,1551,1
256,1072,10234,1
257,1072,8328,1
258,1072,9931,1
259,1072,11405,1
260,1072,16616,1
261,1072,10375,1
262,1072,16681,1
263,1072,5391,1
264,1072,9495,1
265,1072,17064,1
266,1072,11704,1
267,1072,14754,1
268,1072,10152,1
269,1072,2438,1
270,1072,2259,1
271,1072,7777,1
272,1072,4718,1
273,1072,17324,1
274,1072,5658,1
275,1072,17154,1
276,1072,8996,1
277,1072,2995,1
278,1072,5970,1
279,1072,8857,1
280,1072,15436,1
281,1072,8205,1
282,1072,6177,1
283,1072,12988,1
284,1072,9678,1
285,1072,17522,1
286,1072,395,1
287,1072,5479,1
288,1072,6362,1
289,1072,4376,1
290,1072,14941,1
291,1072,6401,1
292,1072,14614,1
293,1072,17186,1
294,1072,1391,1
295,1072,384,1
296,1072,10168,1
297,1072,2870,1
298,1072,735,1
299,1072,16821,1
300,1072,8949,1
301,1072,7779,1
302,1072,12025,1
303,1072,6674,1
304,1072,11188,1
305,1072,2954,1
306,1072,13646,1
307,1072,2698,1
308,1072,7114,1
309,1072,9029,1
310,1072,7741,1
311,1072,13767,1
312,1072,12302,1
313,1072,12912,1
314,1072,13137,1
315,1072,3437,1
316,1072,8679,1
317,1072,8434,1
318,1072,17316,1
319,1072,6294,1
320,1072,7002,1
321,1072,4439,1
322,1072,3645,1
323,1072,8653,1
324,1072,546,1
325,1072,14843,1
326,1072,13082,1
327,1072,17059,1
328,1072,14988,1
329,1072,17100,1
330,1072,4511,1
331,1072,11215,1
332,1072,3464,1
333,1072,3559,1
334,1072,1872,1
335,1072,9158,1
336,1072,445,1
337,1072,15052,1
338,1072,13074,1
339,1072,7419,1
340,1072,9027,1
341,1072,2298,1
342,1072,3944,1
343,1072,13667,1
344,1072,7437,1
345,1072,9869,1
346,1072,6938,1
347,1072,17656,1
348,1072,12776,1
349,1072,6760,1
350,1072,7400,1
351,1072,15182,1
352,1072,12635,1
353,1072,1564,1
354,1072,10099,1
355,1072,7826,1
356,1072,9464,1
357,1072,225,1
358,1072,8079,1
359,1072,17421,1
360,1072,13103,1
361,1072,11095,1
362,1072,13566,1
363,1072,4895,1
364,1072,1081,1
365,1072,5913,1
366,1072,1219,1
367,1072,6190,1
368,1072,13070,1
369,1072,11161,1
370,1072,8796,1
371,1072,1286,1
372,1072,15230,1
373,1072,5494,1
374,1072,11316,1
375,1072,10131,1
376,1072,16785,1
377,1072,7598,1
378,1072,6796,1
379,1072,13690,1
380,1072,4006,1
381,1072,13071,1
382,1072,10163,1
383,1072,6486,1
384,1072,12278,1
385,1072,12220,1
386,1072,11568,1
387,1072,9599,1
388,1072,8040,1
389,1072,6217,1
390,1072,5982,1
391,1072,14267,1
392,1072,1404,1
393,1072,11221,1
394,1072,13067,1
395,1072,4280,1
396,1072,10788,1
397,1072,11557,1
398,1072,3634,1
399,1072,13097,1
400,1072,4156,1
401,1072,8243,1
402,1072,11086,1
403,1072,6028,1
404,1072,17435,1
405,1072,2996,1
406,1072,5916,1
407,1072,8472,1
408,1072,16629,1
409,1072,7037,1
410,1072,2302,1
411,1072,12853,1
412,1072,16531,1
413,1072,2250,1
414,1072,12335,1
415,1072,8187,1
416,1072,6999,1
417,1072,10864,1
418,1072,11257,1
419,1072,10232,1
420,1072,614,1
421,1072,11750,1
422,1072,4263,1
423,1072,9651,1
424,1072,1341,1
425,1072,13156,1
426,1072,15388,1
427,1072,10886,1
428,1072,11158,1
429,1072,5226,1
430,1072,12075,1
431,1072,7041,1
432,1072,9373,1
433,1072,6977,1
434,1072,14874,1
435,1072,2223,1
436,1072,9743,1
437,1072,6438,1
438,1072,3621,1
439,1072,2590,1
440,1072,7673,1
441,1072,756,1
442,1072,13672,1
443,1072,4769,1
444,1072,919,1
445,1072,2930,1
446,1072,435,1
447,1072,12625,1
448,1072,4896,1
449,1072,3820,1
450,1072,12418,1
451,1072,8649,1
452,1072,14255,1
453,1072,13089,1
454,1072,5508,1
455,1072,12405,1
456,1072,17199,1
457,1072,3577,1
458,1072,2407,1
459,1072,4361,1
460,1072,10554,1
461,1072,10519,1
462,1072,10842,1
463,1072,13976,1
464,1072,2526,1
465,1072,9073,1
466,1072,2948,1
467,1072,15006,1
468,1072,7768,1
469,1072,1292,1
470,1072,7268,1
471,1072,15030,1
472,1072,4859,1
473,1072,14201,1
474,1072,2898,1
475,1072,11349,1
476,1072,15390,1
477,1072,12930,1
478,1072,7406,1
479,1072,8495,1
480,1072,8332,1
481,1072,6108,1
482,1072,5614,1
483,1072,7591,1
484,1072,14962,1
485,1072,10964,1
486,1072,10082,1
487,1072,6371,1
488,1072,6960,1
489,1072,3923,1
490,1072,6972,1
491,1072,8146,1
492,1072,3092,1
493,1072,13110,1
494,1072,6382,1
495,1072,13783,1
496,1072,4499,1
497,1072,17731,1
498,1072,3537,1
499,1072,4860,1
500,1072,7067,1
501,1072,11647,1
502,1072,4955,1
503,1072,13380,1
504,1072,16315,1
505,1072,5309,1
506,1072,12056,1
507,1072,119,1
508,1072,13079,1
509,1072,17776,1
510,1072,5684,1
511,1072,4386,1
512,1072,16613,1
513,1072,15813,1
514,1072,8864,1
515,1072,13195,1
516,1072,13644,1
517,1072,17122,1
518,1072,10482,1
519,1072,3819,1
520,1072,13329,1
521,1072,1147,1
522,1072,11335,1
523,1072,6084,1
524,1072,11739,1
525,1072,6990,1
526,1072,16416,1
527,1072,949,1
528,1072,6838,1
529,1072,12106,1
530,1072,4614,1
531,1072,3348,1
532,1072,7774,1
533,1072,2831,1
534,1072,1518,1
535,1072,13368,1
536,1072,899,1
537,1072,5185,1
538,1072,6965,1
539,1072,4848,1
540,1072,5781,1
541,1072,14068,1
542,1072,15357,1
543,1072,16098,1
544,1072,8838,1
545,1072,17753,1
546,1072,5648,1
547,1072,3395,1
548,1072,12462,1
549,1072,2365,1
550,1072,16628,1
551,1072,14993,1
552,1072,15831,1
553,1072,16430,1
554,1072,1365,1
555,1072,3010,1
556,1072,1280,1
557,1072,9476,1
558,1072,14420,1
559,1072,2592,1
560,1072,16974,1
561,1072,16097,1
562,1072,17763,1
563,1072,7515,1
564,1072,13121,1
565,1072,17577,1
566,1072,3044,1
567,1072,4220,1
568,1072,7978,1
569,1072,778,1
570,1072,16592,1
571,1072,99,1
572,1072,13102,1
573,1072,17142,1
574,1072,16073,1
575,1072,14387,1
576,1072,990,1
577,1072,14584,1
578,1072,4574,1
579,1072,12277,1
580,1072,4567,1
581,1072,6806,1
582,1072,6714,1
583,1072,4597,1
584,1072,11859,1
585,1072,12691,1
586,1072,8283,1
587,1072,15928,1
588,1072,13406,1
589,1072,7559,1
590,1072,7105,1
591,1072,3042,1
592,1072,4077,1
593,1072,14652,1
594,1072,6788,1
595,1072,3251,1
596,1072,2514,1
597,1072,5454,1
598,1072,14174,1
599,1072,7063,1
600,1072,10004,1
601,1072,16052,1
602,1072,16419,1
603,1072,16666,1
604,1072,1045,1
605,1072,16594,1
606,1072,3903,1
607,1072,825,1
608,1072,3797,1
609,1072,6971,1
610,1072,10090,1
611,1072,3791,1
612,1072,12693,1
613,1072,5567,1
614,1072,2441,1
615,1072,14135,1
616,1072,7946,1
617,1072,10303,1
618,1072,11633,1
619,1072,12730,1
620,1072,1537,1
621,1072,15080,1
622,1072,7109,1
623,1072,1336,1
624,1072,4640,1
625,1072,17309,1
626,1072,14932,1
627,1072,13129,1
628,1072,1834,1
629,1072,14888,1
630,1072,6038,1
631,1072,15405,1
632,1072,12206,1
633,1072,9663,1
634,1072,5182,1
635,1072,16008,1
636,1072,7244,1
637,1072,13062,1
638,1072,3863,1
639,1072,2737,1
640,1072,11676,1
641,1072,11150,1
642,1072,6984,1
643,1072,6880,1
644,1072,2031,1
645,1072,2144,1
646,1072,9436,1
647,1072,15425,1
648,1072,13113,1
649,1072,5383,1
650,1072,14826,1
651,1072,6016,1
652,1072,11013,1
653,1072,394,1
654,1072,15304,1
655,1072,7000,1
656,1072,6638,1
657,1072,475,1
658,1072,4102,1
659,1072,527,1
660,1072,3526,1
661,1072,13238,1
662,1072,8697,1
663,1072,3912,1
664,1072,882,1
665,1072,4284,1
666,1072,12778,1
667,1072,5988,1
668,1072,1850,1
669,1072,3551,1
670,1072,10852,1
671,1072,4387,1
672,1072,2080,1
673,1072,17,1
674,1072,9650,1
675,1072,7803,1
676,1072,1507,1
677,1072,13314,1
678,1072,3684,1
679,1072,14217,1
680,1072,7667,1
681,1072,14687,1
682,1072,9104,1
683,1072,17699,1
684,1072,17156,1
685,1072,4630,1
686,1072,5100,1
687,1072,16650,1
688,1072,7110,1
689,1072,15927,1
690,1072,1948,1
691,1072,9362,1
692,1072,11589,1
693,1072,17783,1
694,1072,16580,1
695,1072,5126,1
696,1072,4548,1
697,1072,12926,1
698,1072,6464,1
699,1072,13503,1
700,1072,15528,1
701,1072,13090,1
702,1072,4800,1
703,1072,3113,1
704,1072,9810,1
705,1072,15653,1
706,1072,2476,1
707,1072,7013,1
708,1072,13561,1
709,1072,17785,1
710,1072,11707,1
711,1072,15508,1
712,1072,12034,1
713,1072,5871,1
714,1072,10459,1
715,1072,14555,1
716,1072,13628,1
717,1072,5216,1
718,1072,17012,1
719,1072,17339,1
720,1072,6164,1
721,1072,12679,1
722,1072,12045,1
723,1072,7787,1
724,1072,15487,1
725,1072,9237,1
726,1072,16798,1
727,1072,14818,1
728,1072,3841,1
729,1072,6693,1
730,1072,11683,1
731,1072,13455,1
732,1072,10924,1
733,1072,6248,1
734,1072,10507,1
735,1072,11867,1
736,1072,3110,1
737,1072,10921,1
738,1072,2671,1
739,1072,1218,1
740,1072,15116,1
741,1072,10941,1
742,1072,4948,1
743,1072,4199,1
744,1072,15142,1
745,1072,13937,1
746,1072,14590,1
747,1072,13752,1
748,1072,16176,1
749,1072,15124,1
750,1072,15414,1
751,1072,1015,1
752,1072,184,1
753,1072,13528,1
754,1072,10042,1
755,1072,2103,1
756,1072,13194,1
757,1072,17125,1
758,1072,10287,1
759,1072,10308,1
760,1072,7003,1
761,1072,16591,1
762,1072,8795,1
763,1072,13936,1
764,1072,1221,1
765,1072,9795,1
766,1072,12419,1
767,1072,8115,1
768,1072,14893,1
769,1072,14487,1
770,1072,4344,1
771,1072,14350,1
772,1072,5407,1
773,1072,6969,1
774,1072,15867,1
775,1072,7541,1
776,1072,16247,1
777,1072,13747,1
778,1072,12709,1
779,1072,11922,1
780,1072,10486,1
781,1072,2895,1
782,1072,17128,1
783,1072,7388,1
784,1072,10590,1
785,1072,5158,1
786,1072,9886,1
787,1072,13149,1
788,1072,1105,1
789,1072,12914,1
790,1072,6163,1
791,1072,1633,1
792,1072,10781,1
793,1072,1421,1
794,1072,12309,1
795,1072,12651,1
796,1072,15963,1
797,1072,10867,1
798,1072,17363,1
799,1072,11276,1
800,1072,16933,1
801,1072,9337,1
802,1072,2874,1
803,1072,5965,1
804,1072,9201,1
805,1072,7258,1
806,1072,4454,1
807,1072,16856,1
808,1072,16038,1
809,1072,16301,1
810,1072,14877,1
811,1072,6962,1
812,1072,452,1
813,1072,2846,1
814,1072,5370,1
815,1072,11477,1
816,1072,10377,1
817,1072,3131,1
818,1072,6825,1
819,1072,3319,1
820,1072,12743,1
821,1072,11302,1
822,1072,462,1
823,1072,12758,1
824,1072,450,1
825,1072,15989,1
826,1072,17330,1
827,1072,12288,1
828,1072,14088,1
829,1072,16565,1
830,1072,15384,1
831,1072,1078,1
832,1072,8729,1
833,1072,2366,1
834,1072,5580,1
835,1072,353,1
836,1072,6066,1
837,1072,17536,1
838,1072,17063,1
839,1072,14925,1
840,1072,9600,1
841,1072,4624,1
842,1072,6021,1
843,1072,7799,1
844,1072,2071,1
845,1072,16365,1
846,1072,4523,1
847,1072,13749,1
848,1072,13189,1
849,1072,17285,1
850,1072,140,1
851,1072,11918,1
852,1072,5791,1
853,1072,15970,1
854,1072,13140,1
855,1072,1684,1
856,1072,15034,1
857,1072,12755,1
858,1072,3926,1
859,1072,13177,1
860,1072,4780,1
861,1072,4850,1
862,1072,10103,1
863,1072,13244,1
864,1072,1073,1
865,1072,6775,1
866,1072,8211,1
867,1072,10155,1
868,1072,6991,1
869,1072,13633,1
870,1072,5956,1
871,1072,4033,1
872,1072,1074,1
873,1072,13710,1
874,1072,8301,1
875,1072,8694,1
876,1072,3818,1
877,1072,16366,1
878,1072,1150,1
879,1072,17008,1
880,1072,10133,1
881,1072,12777,1
882,1072,11634,1
883,1072,14936,1
884,1072,4050,1
885,1072,11132,1
886,1072,11909,1
887,1072,9789,1
888,1072,16338,1
889,1072,10130,1
890,1072,5930,1
891,1072,4385,1
892,1072,7004,1
893,1072,15502,1
894,1072,12682,1
895,1072,13812,1
896,1072,6978,1
897,1072,15996,1
898,1072,9160,1
899,1072,10909,1
900,1072,9386,1
901,1072,11661,1
902,1072,16459,1
903,1072,5996,1
904,1072,14366,1
905,1072,4297,1
906,1072,3728,1
907,1072,9765,1
908,1072,16140,1
909,1072,9151,1
910,1072,5116,1
911,1072,3905,1
912,1072,9177,1
913,1072,9867,1
914,1072,7767,1
915,1072,16819,1
916,1072,4147,1
917,1072,6993,1
918,1072,14651,1
919,1072,15712,1
920,1072,15877,1
921,1072,4125,1
922,1072,13214,1
923,1072,13625,1
924,1072,11842,1
925,1072,4123,1
926,1072,7660,1
927,1072,13552,1
928,1072,9162,1
929,1072,6824,1
930,1072,6237,1
931,1072,10502,1
932,1072,1490,1
933,1072,14859,1
934,1072,7778,1
935,1072,2284,1
936,1072,11870,1
937,1072,15395,1
938,1072,14485,1
939,1072,7758,1
940,1072,6318,1
941,1072,9215,1
942,1072,6982,1
943,1072,6138,1
944,1072,7762,1
945,1072,17028,1
946,1072,12833,1
947,1072,6765,1
948,1072,9712,1
949,1072,1865,1
950,1072,15828,1
951,1072,17189,1
952,1072,5928,1
953,1072,618,1
954,1072,13354,1
955,1072,2841,1
956,1072,13647,1
957,1072,797,1
958,1072,11144,1
959,1072,3795,1
960,1072,10472,1
961,1072,17043,1
962,1072,11145,1
963,1072,12366,1
964,1072,2736,1
965,1072,11100,1
966,1072,14249,1
967,1072,597,1
968,1072,7842,1
969,1072,6125,1
970,1072,10271,1
971,1072,10484,1
972,1072,4938,1
973,1072,13087,1
974,1072,6340,1
975,1072,7641,1
976,1072,4498,1
977,1072,10354,1
978,1072,8210,1
979,1072,3787,1
980,1072,11666,1
981,1072,3644,1
982,1072,6963,1
983,1072,1244,1
984,1072,16414,1
985,1072,15608,1
986,1072,8916,1
987,1072,2910,1
988,1072,13101,1
989,1072,13069,1
990,1072,2149,1
991,1072,9137,1
992,1072,16193,1
993,1072,13150,1
994,1072,10863,1
995,1072,5070,1
996,1072,7242,1
997,1072,6274,1
998,1072,267,1
999,1072,3174,1
1000,1072,7405,1
1001,1072,14086,1
1002,1072,4101,1
1003,1072,12396,1
1004,1072,6909,1
1005,1072,15088,1
1006,1072,15152,1
1007,1072,3146,1
1008,1072,17223,1
1009,1072,2409,1
1010,1072,13264,1
1011,1072,9157,1
1012,1072,2436,1
1013,1072,12661,1
1014,1072,10028,1
1015,1072,14766,1
1016,1072,1952,1
1017,1072,7108,1
1018,1072,2267,1
1019,1072,11191,1
1020,1072,6979,1
1021,1072,13507,1
1022,1072,25,1
1023,1072,13891,1
1024,1072,16063,1
1025,1072,1030,1
1026,1072,15980,1
1027,1072,9555,1
1028,1072,8687,1
1029,1072,8696,1
1030,1072,12890,1
1031,1072,16883,1
1032,1072,16410,1
1033,1072,3240,1
1034,1072,11910,1
1035,1072,240,1
1036,1072,16262,1
1037,1072,11645,1
1038,1072,12857,1
1039,1072,6532,1
1040,1072,3598,1
1041,1072,5129,1
1042,1072,6970,1
1043,1072,13952,1
1044,1072,6992,1
1045,1072,12210,1
1046,1072,12156,1
1047,1072,9665,1
1048,1072,13119,1
1049,1072,848,1
1050,1072,13003,1
1051,1072,16999,1
1052,1072,1766,1
1053,1072,11578,1
1054,1072,7708,1
1055,1072,10386,1
1056,1072,13107,1
1057,1072,1876,1
1058,1072,15637,1
1059,1072,7093,1
1060,1072,5083,1
1061,1072,13063,1
1062,1072,11887,1
1063,1072,6171,1
1064,1072,16488,1
1065,1072,13131,1
1066,1072,16646,1
1067,1072,13550,1
1068,1072,4318,1
1069,1072,13703,1
1070,1072,2200,1
1071,1072,9742,1
1072,1072,6586,1
1073,1072,14713,1
1074,1072,9047,1
1075,1072,8387,1
1076,1072,6434,1
1077,1072,15977,1
1078,1072,2216,1
1079,1072,15209,1
1080,1072,13383,1
1081,1072,8477,1
1082,1072,10501,1
1083,1072,2196,1
1084,1072,1393,1
1085,1072,13185,1
1086,1072,506,1
1087,1072,2255,1
1088,1072,4778,1
1089,1072,5755,1
1090,1072,8636,1
1091,1072,13148,1
1092,1072,10227,1
1093,1072,15306,1
1094,1072,16612,1
1095,1072,6342,1
1096,1072,13196,1
1097,1072,14646,1
1098,1072,8502,1
1099,1072,16555,1
1100,1072,13939,1
1101,1072,16068,1
1102,1072,16379,1
1103,1072,13453,1
1104,1072,12897,1
1105,1072,12339,1
1106,1072,12080,1
1107,1072,4572,1
1108,1072,2672,1
1109,1072,11577,1
1110,1072,2856,1
1111,1072,2025,1
1112,1072,3199,1
1113,1072,13822,1
1114,1072,13104,1
1115,1072,3117,1
1116,1072,9715,1
1117,1072,1483,1
1118,1072,9752,1
1119,1072,7552,1
1120,1072,10384,1
1121,1072,13432,1
1122,1072,16952,1
1123,1072,14456,1
1124,1072,12719,1
1125,1072,5635,1
1126,1072,10052,1
1127,1072,15412,1
1128,1072,16575,1
1129,1072,13355,1
1130,1072,12182,1
1131,1072,15960,1
1132,1072,4770,1
1133,1072,2419,1
1134,1072,12201,1
1135,1072,9797,1
1136,1072,6555,1
1137,1072,7889,1
1138,1072,7663,1
1139,1072,9828,1
1140,1072,12677,1
1141,1072,13643,1
1142,1072,13105,1
1143,1072,3654,1
1144,1072,15340,1
1145,1072,12963,1
1146,1072,5652,1
1147,1072,1949,1
1148,1072,14026,1
1149,1072,17711,1
1150,1072,4274,1
1151,1072,17702,1
1152,1072,2589,1
1153,1072,788,1
1154,1072,1388,1
1155,1072,16285,1
1156,1072,14836,1
1157,1072,15476,1
1158,1072,9232,1
1159,1072,13077,1
1160,1072,5525,1
1161,1072,3603,1
1162,1072,4142,1
1163,1072,11409,1
1164,1072,494,1
1165,1072,16989,1
1166,1072,1177,1
1167,1072,15005,1
1168,1072,13134,1
1169,1072,13341,1
1170,1072,15190,1
1171,1072,5625,1
1172,1072,4110,1
1173,1072,8093,1
1174,1072,5987,1
1175,1072,11814,1
1176,1072,14857,1
1177,1072,8853,1
1178,1072,15733,1
1179,1072,869,1
1180,1072,3345,1
1181,1072,711,1
1182,1072,5435,1
1183,1072,1062,1
1184,1072,17538,1
1185,1072,4762,1
1186,1072,13813,1
1187,1072,13978,1
1188,1072,11341,1
1189,1072,11783,1
1190,1072,13088,1
1191,1072,7103,1
1192,1072,11616,1
1193,1072,15901,1
1194,1072,16967,1
1195,1072,3225,1
1196,1072,7334,1
1197,1072,13634,1
1198,1072,9112,1
1199,1072,11631,1
1200,1072,897,1
1201,1072,7065,1
1202,1072,710,1
1203,1072,12630,1
1204,1072,10281,1
1205,1072,13024,1
1206,1072,15694,1
1207,1072,9062,1
1208,1072,13356,1
1209,1072,9876,1
1210,1072,12312,1
1211,1072,9539,1
1212,1072,11669,1
1213,1072,11085,1
1214,1072,3572,1
1215,1072,17446,1
1216,1072,8220,1
1217,1072,11809,1
1218,1072,13146,1
1219,1072,4126,1
1220,1072,4343,1
1221,1072,7650,1
1222,1072,2179,1
1223,1072,6180,1
1224,1072,4087,1
1225,1072,6747,1
1226,1072,17410,1
1227,1072,15342,1
1228,1072,9028,1
1229,1072,12497,1
1230,1072,8339,1
1231,1072,4788,1
1232,1072,6589,1
1233,1072,3379,1
1234,1072,9069,1
1235,1072,7253,1
1236,1072,2391,1
1237,1072,13138,1
1238,1072,42,1
1239,1072,8908,1
1240,1072,7112,1
1241,1072,16905,1
1242,1072,16011,1
1243,1072,11595,1
1244,1072,8341,1
1245,1072,11122,1
1246,1072,7811,1
1247,1072,2721,1
1248,1072,10983,1
1249,1072,7243,1
1250,1072,123,1
1251,1072,14613,1
1252,1072,451,1
1253,1072,5660,1
1254,1072,12437,1
1255,1072,14644,1
1256,1072,16816,1
1257,1072,17304,1
1258,1072,9553,1
1259,1072,7312,1
1260,1072,11970,1
1261,1072,16403,1
1262,1072,11865,1
1263,1072,4738,1
1264,1072,17784,1
1265,1072,4750,1
1266,1072,619,1
1267,1072,3521,1
1268,1072,5120,1
1269,1072,2753,1
1270,1072,12823,1
1271,1072,6720,1
1272,1072,605,1
1273,1072,5566,1
1274,1072,7007,1
1275,1072,16870,1
1276,1072,15428,1
1277,1072,11897,1
1278,1072,963,1
1279,1072,13351,1
1280,1072,9805,1
1281,1072,13627,1
1282,1072,3208,1
1283,1072,1916,1
1284,1072,14701,1
1285,1072,15866,1
1286,1072,121,1
1287,1072,13556,1
1288,1072,2734,1
1289,1072,8033,1
1290,1072,17004,1
1291,1072,5357,1
1292,1072,15195,1
1293,1072,14756,1
1294,1072,17773,1
1295,1072,1068,1
1296,1072,5891,1
1297,1072,16824,1
1298,1072,16980,1
1299,1072,14873,1
1300,1072,15466,1
1301,1072,5927,1
1302,1072,13158,1
1303,1072,15752,1
1304,1072,12386,1
1305,1072,7636,1
1306,1072,16574,1
1307,1072,8400,1
1308,1072,9597,1
1309,1072,2787,1
1310,1072,4018,1
1311,1072,12615,1
1312,1072,5768,1
1313,1072,16233,1
1314,1072,2134,1
1315,1072,3108,1
1316,1072,341,1
1317,1072,11622,1
1318,1072,8919,1
1319,1072,2622,1
1320,1072,4115,1
1321,1072,2386,1
1322,1072,9921,1
1323,1072,318,1
1324,1072,5355,1
1325,1072,9054,1
1326,1072,11404,1
1327,1072,6043,1
1328,1072,16431,1
1329,1072,1057,1
1330,1072,664,1
1331,1072,5644,1
1332,1072,13375,1
1333,1072,14386,1
1334,1072,908,1
1335,1072,1305,1
1336,1072,17367,1
1337,1072,15401,1
1338,1072,3328,1
1339,1072,16566,1
1340,1072,3390,1
1341,1072,7563,1
1342,1072,15232,1
1343,1072,3848,1
1344,1072,4758,1
1345,1072,365,1
1346,1072,213,1
1347,1072,17024,1
1348,1072,3394,1
1349,1072,12795,1
1350,1072,10062,1
1351,1072,17005,1
1352,1072,9749,1
1353,1072,2460,1
1354,1072,821,1
1355,1072,11000,1
1356,1072,3854,1
1357,1072,15329,1
1358,1072,4717,1
1359,1072,1548,1
1360,1072,14242,1
1361,1072,12221,1
1362,1072,6849,1
1363,1072,6174,1
1364,1072,2953,1
1365,1072,11649,1
1366,1072,3652,1
1367,1072,889,1
